"","datetimeMT","min","Cond.µS.cm.mn","Cond.µS.cm.SD","Depth.m.mn","Depth.m.SD","fDOM.QSU.mn","fDOM.QSU.SD","fDOM.RFU.mn","fDOM.RFU.SD","nLF.Cond.µS.cm.mn","nLF.Cond.µS.cm.SD","ODO...sat.mn","ODO...sat.SD","ODO...local.mn","ODO...local.SD","ODO.mg.L.mn","ODO.mg.L.SD","Pressure.psi.a.mn","Pressure.psi.a.SD","Sal.psu.mn","Sal.psu.SD","SpCond.µS.cm.mn","SpCond.µS.cm.SD","TDS.mg.L.mn","TDS.mg.L.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","TSS.mg.L.mn","TSS.mg.L.SD","Temp..C.mn","Temp..C.SD","Vertical.Position.m.mn","Vertical.Position.m.SD","Battery.V.mn","Battery.V.SD","Cable.Pwr.V.mn","Cable.Pwr.V.SD"
"1",2025-12-09 14:22:00,2025-12-09 14:22:00,2339.09090909091,0.0700649049744733,-0.0905454545454545,0.000522232967867094,68.5336363636364,0.00504524979109771,18.2409090909091,0.00301511344577811,2514.38181818182,0.267649703224826,8.08181818181818,0.765268817891049,9.70909090909091,0.908245061043048,0.707272727272727,0.0664967531674907,-0.128,0,1.29,0,2498.94545454545,0.250454132980977,1624,0,0.0136363636363636,0.0143336856898198,0,0,21.6506363636364,0.00395658254741957,-0.0908181818181818,0.000404519917477946,2.32545454545455,0.00934198732993828,1.3,0
"2",2025-12-09 14:23:00,2025-12-09 14:23:00,2337.21818181818,0.140129809949144,-0.0903636363636364,0.000504524979109513,68.6127272727273,0.00786245393107299,18.2654545454545,0.0052223296786699,2513.41818181818,0.125045446283961,1.77272727272727,0.0786245393106896,2.13636363636364,0.112006493318265,0.154545454545455,0.00820199532264725,-0.128,0,1.29,0,2497.90909090909,0.130034960334055,1624,0,0.0409090909090909,0.0207145096270925,0,0,21.6314545454545,0.000820199532265727,-0.0900909090909091,0.000700649049745371,2.34,0,1.3,0
"3",2025-12-09 14:24:00,2025-12-09 14:24:00,2336.47272727273,0.0467099366496489,-0.091,0,68.6472727272727,0.0134839972492653,18.2736363636364,0.00504524979109592,2513.35454545455,0.0522232967866618,0.927272727272727,0.0467099366496914,1.11818181818182,0.0404519917477945,0.08,0,-0.128181818181818,0.000404519917477946,1.29,0,2497.80909090909,0.070064904974615,1624,0,0.0627272727272727,0.0264918512342604,0,0,21.6181818181818,0.000750757193529347,-0.0903636363636364,0.000809039834955891,2.35,0,1.3,0
"4",2025-12-09 14:25:00,2025-12-09 14:25:00,2336.28181818182,0.0981649817215129,-0.091,0,68.69,0.00774596669241146,18.2881818181818,0.00404519917477865,2513.12727272727,0.195401684183702,0.6,0,0.763636363636364,0.0504524979109513,0.0545454545454545,0.00522232967867093,-0.129,0,1.29,0,2497.58181818182,0.208893187146837,1623.45454545455,0.522232967867094,0.0981818181818182,0.0140129809949074,0,0,21.6190909090909,0.0022115399817565,-0.0906363636363636,0.000504524979109513,2.35,0,1.3,0
"5",2025-12-09 14:26:00,2025-12-09 14:26:00,2336.76363636364,0.0504524979111348,-0.091,0,68.6818181818182,0.00603022689155257,18.2827272727273,0.00467099366496821,2513.45454545455,0.0687551650951703,0.5,0,0.6,0,0.04,0,-0.129,0,1.29,0,2497.90909090909,0.0539359889970103,1624,0,0.110909090909091,0.0070064904974537,0,0,21.6222727272727,0.000786245393107857,-0.0908181818181818,0.000404519917477946,2.35,0,1.3,0
"6",2025-12-09 14:27:00,2025-12-09 14:27:00,2337.11818181818,0.098164981721315,-0.091,0,68.7209090909091,0.00943879807448707,18.2945454545455,0.00522232967867175,2513.46363636364,0.0504524979109054,0.4,0,0.5,0,0.03,0,-0.129,0,1.29,0,2497.95454545455,0.0687551650951703,1624,0,0.0690909090909091,0.0113618180363404,0,0,21.6291818181818,0.00107871977994089,-0.0909090909090909,0.000700649049745371,2.34,0,1.3,0
"7",2025-12-09 14:28:00,2025-12-09 14:28:00,2337.70909090909,0.0301511344578861,-0.091,0,68.7127272727273,0.00646669790682914,18.2909090909091,0.00301511344577811,2513.4,0.0894427190999102,0.3,0,0.4,0,0.03,0,-0.129,0,1.29,0,2497.93636363636,0.0674199862462629,1624,0,0.07,0.014142135623731,0,0,21.6414545454545,0.000934198732994036,-0.091,0.000632455532033676,2.32454545454545,0.0201809991643805,1.3,0
"8",2025-12-09 14:29:00,2025-12-09 14:29:00,2338.54545454545,0.0934198732992978,-0.091,0,68.6990909090909,0.0122102788293656,18.2890909090909,0.00301511344577704,2513.79090909091,0.170026735865592,0.3,0,0.345454545454545,0.0522232967867094,0.03,0,-0.13,0,1.29,0,2498.34545454545,0.175291964240486,1624,0,0.0754545454545455,0.0121355975243384,0,0,21.651,0.00154919333848325,-0.0913636363636364,0.000504524979109513,2.35,0,1.3,0
"9",2025-12-09 14:30:00,2025-12-09 14:30:00,2339.68181818182,0.0750757193530297,-0.0912727272727273,0.000467099366496914,68.6845454545455,0.00687551650952023,18.2836363636364,0.00504524979109413,2513.91818181818,0.0404519917477577,0.3,0,0.3,0,0.02,0,-0.13,0,1.29,0,2498.56363636364,0.0504524979109054,1624,0,0.0718181818181818,0.00873862897505303,0,0,21.6705454545455,0.000522232967865876,-0.0917272727272727,0.000467099366496914,2.35,0,1.3,0
"10",2025-12-09 14:31:00,2025-12-09 14:31:00,2340.72727272727,0.10090499582202,-0.092,0,68.6809090909091,0.00700649049745176,18.2818181818182,0.00404519917477865,2513.92727272727,0.100904995821811,0.218181818181818,0.0404519917477945,0.3,0,0.02,0,-0.13,0,1.29,0,2498.65454545455,0.0820199532264785,1624,0,0.121818181818182,0.0204049904769308,0,0,21.6906363636364,0.000504524979108337,-0.0917272727272727,0.000646669790682864,2.34,0,1.3,0
