"","datetimeMT","min","Cond.µS.cm.mn","Cond.µS.cm.SD","Depth.m.mn","Depth.m.SD","fDOM.QSU.mn","fDOM.QSU.SD","fDOM.RFU.mn","fDOM.RFU.SD","nLF.Cond.µS.cm.mn","nLF.Cond.µS.cm.SD","ODO...sat.mn","ODO...sat.SD","ODO...local.mn","ODO...local.SD","ODO.mg.L.mn","ODO.mg.L.SD","Pressure.psi.a.mn","Pressure.psi.a.SD","Sal.psu.mn","Sal.psu.SD","SpCond.µS.cm.mn","SpCond.µS.cm.SD","TDS.mg.L.mn","TDS.mg.L.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","TSS.mg.L.mn","TSS.mg.L.SD","Temp..C.mn","Temp..C.SD","Vertical.Position.m.mn","Vertical.Position.m.SD","Battery.V.mn","Battery.V.SD","Cable.Pwr.V.mn","Cable.Pwr.V.SD"
"1",2025-12-09 13:30:00,2025-12-09 13:30:00,1667.78181818182,0.132801971507859,-0.084,0,69.2027272727273,0.00904534033733139,18.4290909090909,0.00301511344577704,1805.25454545455,0.0687551650952184,2.11818181818182,0.0981649817214043,2.53636363636364,0.112006493318265,0.186363636363636,0.00924416277737176,-0.119,0,0.91,0,1793.22727272727,0.0646669790682723,1166,0,0.668181818181818,0.00750757193529549,0,0,21.3374545454545,0.00186352549559335,-0.0841818181818182,0.000404519917477946,2.41,0,1.3,0
"2",2025-12-09 13:31:00,2025-12-09 13:31:00,1669.5,0.118321595661962,-0.0844545454545455,0.000522232967867094,69.0927272727273,0.0110371274260178,18.3981818181818,0.00404519917477865,1805.87272727273,0.0646669790683298,1.16363636363636,0.0504524979109512,1.4,0,0.101818181818182,0.00404519917477945,-0.12,0,0.91,0,1793.95454545455,0.0522232967866618,1166,0,0.684545454545455,0.0103572548135462,0,0,21.3677272727273,0.00167874411932947,-0.0844545454545455,0.000522232967867094,2.41,0,1.3,0
"3",2025-12-09 13:32:00,2025-12-09 13:32:00,1671.08181818182,0.0981649817213971,-0.085,0,69.0154545454545,0.0112815214963546,18.3772727272727,0.00467099366496821,1806.32727272727,0.0467099366497551,0.8,0,1,0,0.07,0,-0.12,0,0.91,0,1794.48181818182,0.0404519917477577,1166,0,0.636363636363636,0.0215743955988238,0,0,21.3999090909091,0.00192117388356959,-0.0848181818181818,0.000603022689155525,2.41,0,1.3,0
"4",2025-12-09 13:33:00,2025-12-09 13:33:00,1672.44545454545,0.0820199532264382,-0.085,0,68.9790909090909,0.0225630429927113,18.3654545454545,0.00522232967867175,1806.39090909091,0.0301511344578175,0.6,0,0.736363636363636,0.0504524979109513,0.0527272727272727,0.00467099366496914,-0.120181818181818,0.000404519917477946,0.91,0,1794.62727272727,0.0467099366497551,1166.90909090909,0.301511344577764,0.625454545454545,0.0180906806746658,0,0,21.4350909090909,0.00207145096270917,-0.0849090909090909,0.000539359889970591,2.41,0,1.3,0
"5",2025-12-09 13:34:00,2025-12-09 13:34:00,1673.80909090909,0.104446593573425,-0.085,0,68.9236363636364,0.00674199862463587,18.35,0,1806.32727272727,0.0467099366497551,0.5,0,0.6,0,0.0418181818181818,0.00404519917477945,-0.121,0,0.91,0,1794.70909090909,0.0301511344577489,1167,0,0.642727272727273,0.00646669790682864,0,0,21.4731818181818,0.00231595258233796,-0.0850909090909091,0.00053935988997059,2.41,0,1.3,0
"6",2025-12-09 13:35:00,2025-12-09 13:35:00,1675.44545454545,0.103572548135432,-0.085,0,68.8445454545455,0.0129333958136575,18.3281818181818,0.00404519917477865,1806.48181818182,0.0404519917477577,0.4,0,0.5,0,0.04,0,-0.121,0,0.91,0,1794.96363636364,0.0504524979109054,1167,0,0.628181818181818,0.0153741222957162,0,0,21.5134545454545,0.00216164920205037,-0.0853636363636364,0.000504524979109506,2.41,0,1.3,0
"7",2025-12-09 13:36:00,2025-12-09 13:36:00,1676.83636363636,0.0924416277737363,-0.086,0,68.7718181818182,0.00981649817214032,18.31,0,1806.36363636364,0.0504524979110201,0.4,0,0.5,0,0.03,0,-0.122,0,0.91,0,1794.98181818182,0.0404519917477577,1167,0,0.608181818181818,0.00873862897505304,0,0,21.5545454545455,0.00233938608885482,-0.0854545454545454,0.000687551650952323,2.41,0,1.3,0
"8",2025-12-09 13:37:00,2025-12-09 13:37:00,1678.6,0.1,-0.086,0,68.7218181818182,0.00603022689155836,18.2954545454545,0.00522232967867175,1806.50909090909,0.0301511344577489,0.3,0,0.4,0,0.03,0,-0.121454545454545,0.000522232967867094,0.91,0,1795.24545454545,0.0522232967866618,1167,0,0.618181818181818,0.0204049904769308,0,0,21.5979090909091,0.00254772625902173,-0.0856363636363636,0.000504524979109506,2.40454545454545,0.00522232967867106,1.3,0
"9",2025-12-09 13:38:00,2025-12-09 13:38:00,1680.4,0.118321595661981,-0.086,0,68.73,0.0134164078649992,18.2972727272727,0.00467099366496987,1806.67272727273,0.0467099366497551,0.3,0,0.4,0,0.03,0,-0.121636363636364,0.000504524979109513,0.91,0,1795.55454545455,0.0522232967866618,1167,0,0.629090909090909,0.0250816847339031,0,0,21.642,0.00219089023002075,-0.0856363636363636,0.000504524979109506,2.41,0,1.3,0
"10",2025-12-09 13:39:00,2025-12-09 13:39:00,1682.02727272727,0.127207775634254,-0.086,0,68.7281818181818,0.0116774841624231,18.2972727272727,0.00467099366496987,1806.69090909091,0.0301511344578175,0.3,0,0.3,0,0.02,0,-0.122,0,0.91,0,1795.69090909091,0.0301511344578175,1167,0,0.640909090909091,0.0202259958738973,0,0,21.6856363636364,0.00246059859679435,-0.0860909090909091,0.000539359889970591,2.41,0,1.3,0
