"","datetimeMT","min","Cond.µS.cm.mn","Cond.µS.cm.SD","Depth.m.mn","Depth.m.SD","fDOM.QSU.mn","fDOM.QSU.SD","fDOM.RFU.mn","fDOM.RFU.SD","nLF.Cond.µS.cm.mn","nLF.Cond.µS.cm.SD","ODO...sat.mn","ODO...sat.SD","ODO...local.mn","ODO...local.SD","ODO.mg.L.mn","ODO.mg.L.SD","Pressure.psi.a.mn","Pressure.psi.a.SD","Sal.psu.mn","Sal.psu.SD","SpCond.µS.cm.mn","SpCond.µS.cm.SD","TDS.mg.L.mn","TDS.mg.L.SD","Turbidity.FNU.mn","Turbidity.FNU.SD","TSS.mg.L.mn","TSS.mg.L.SD","Temp..C.mn","Temp..C.SD","Vertical.Position.m.mn","Vertical.Position.m.SD","Battery.V.mn","Battery.V.SD","Cable.Pwr.V.mn","Cable.Pwr.V.SD"
"1",2025-11-19 17:59:00,2025-11-19 17:59:00,290.909090909091,0.0943879807448491,-0.088,0,61.4963636363636,0.0229227953237502,16.2836363636364,0.00809039834955849,314.1,0.167332005306826,57.8090909090909,0.680374228575048,69.4272727272727,0.822302753359015,5.10363636363636,0.060045437340855,-0.125,0,0.15,0,312.072727272727,0.16180796699119,203,0,-0.282727272727273,0.00786245393106895,0,0,21.4492727272727,0.00595131765394608,-0.0883636363636364,0.000504524979109513,1.93090909090909,0.00301511344577764,1.3,0
"2",2025-11-19 18:00:00,2025-11-19 18:00:00,290.854545454545,0.0522232967866915,-0.088,0,61.4854545454545,0.0150755672288898,16.2818181818182,0.00404519917477865,314.354545454545,0.0522232967866915,54.1,0,64.9,0,4.78,0,-0.125,0,0.15,0,312.318181818182,0.0404519917477807,203,0,-0.258181818181818,0.0132801971507819,0,0,21.4098181818182,0.000873862897506371,-0.088,0.000632455532033676,1.93,0,1.3,0
"3",2025-11-19 18:01:00,2025-11-19 18:01:00,290.6,0,-0.088,0,61.3727272727273,0.0100904995821912,16.2509090909091,0.00301511344577811,314.1,0,54.3363636363636,0.050452497910952,65.2454545454545,0.0522232967867064,4.80181818181818,0.00404519917477937,-0.125,0,0.15,0,312.072727272727,0.046709936649702,203,0,-0.218181818181818,0.0107871977994119,0,0,21.404,0,-0.0880909090909091,0.000831209414593634,1.92181818181818,0.00603022689155528,1.3,0
"4",2025-11-19 18:02:00,2025-11-19 18:02:00,290.3,0,-0.088,0,61.3354545454545,0.0129333958136581,16.24,0,313.7,0,54.7636363636364,0.0504524979109484,65.7545454545455,0.0522232967867064,4.84,0,-0.125,0,0.15,0,311.627272727273,0.0467099366496754,203,0,-0.220909090909091,0.00831209414593634,0,0,21.4097272727273,0.000786245393107857,-0.0882727272727273,0.000467099366496914,1.93090909090909,0.00301511344577764,1.3,0
"5",2025-11-19 18:03:00,2025-11-19 18:03:00,290.418181818182,0.075075719352954,-0.088,0,61.2363636363636,0.0112006493318273,16.2118181818182,0.00404519917477865,313.790909090909,0.0700649049745353,55.2,0,66.2818181818182,0.0404519917477922,4.87909090909091,0.00301511344577757,-0.124545454545455,0.000522232967867094,0.15,0,311.745454545455,0.0687551650952365,203,0,-0.19,0.00774596669241484,0,0,21.4181818181818,0.000603022689155568,-0.0879090909090909,0.000539359889970594,1.90545454545455,0.0121355975243384,1.3,0
"6",2025-11-19 18:04:00,2025-11-19 18:04:00,290.2,0,-0.088,0,61.2027272727273,0.0142062726222674,16.2036363636364,0.00504524979109592,313.5,0,55.6545454545455,0.0522232967867101,66.8181818181818,0.040451991747798,4.91727272727273,0.00467099366496904,-0.125,0,0.15,0,311.454545454545,0.0522232967867212,202,0,-0.159090909090909,0.00700649049745371,0,0,21.4304545454545,0.00103572548135483,-0.088,0.000447213595499958,1.92181818181818,0.00404519917477946,1.3,0
"7",2025-11-19 18:05:00,2025-11-19 18:05:00,290.2,0,-0.088,0,61.1490909090909,0.00831209414593468,16.1890909090909,0.00301511344577811,313.327272727273,0.0467099366496754,56.1,0,67.3454545454545,0.0522232967867138,4.95272727272727,0.00467099366496904,-0.124,0,0.15,0,311.3,0,202,0,-0.156363636363636,0.00809039834955891,0,0,21.4500909090909,0.00130034960334112,-0.0878181818181818,0.000404519917477946,1.93,0,1.3,0
"8",2025-11-19 18:06:00,2025-11-19 18:06:00,290.336363636364,0.0504524979109341,-0.088,0,61.0936363636364,0.0156669890360126,16.1727272727273,0.00467099366496821,313.3,0,56.5272727272727,0.046709936649692,67.8727272727273,0.0467099366496954,4.99,0,-0.124,0,0.15,0,311.3,0,202,0,-0.151818181818182,0.00603022689155527,0,0,21.4774545454545,0.00169491217257055,-0.0874545454545455,0.000522232967867094,1.93,0,1.3,0
"9",2025-11-19 18:07:00,2025-11-19 18:07:00,290.509090909091,0.0301511344577832,-0.087,0,61.05,0.0100000000000009,16.16,0,313.3,0,56.9545454545455,0.0522232967867101,68.3909090909091,0.0301511344577789,5.02363636363636,0.00504524979109547,-0.124,0,0.15,0,311.3,0,202,0,-0.125454545454545,0.00934198732993828,0,0,21.5053636363636,0.00136181696807845,-0.087,0.000774596669241484,1.92181818181818,0.00404519917477946,1.3,0
"10",2025-11-19 18:08:00,2025-11-19 18:08:00,290.6,0,-0.087,0,60.9527272727273,0.00646669790682874,16.1309090909091,0.00301511344577811,313.2,0,57.3909090909091,0.0301511344577768,68.9,0,5.06,0,-0.123181818181818,0.000404519917477946,0.15,0,311.2,0,202,0,-0.139090909090909,0.0122102788293679,0,0,21.5309090909091,0.0014459976109626,-0.0867272727272727,0.000467099366496914,1.92,0,1.3,0
